filename,mz,min_fdr,databases,label
2025-07-30_22h47m25s.imzML,457.053154669,0.05,"HMDB v4,LipidMaps 2017-12-12",structured
2025-07-30_22h47m25s.imzML,703.574851683,0.05,"HMDB v4,LipidMaps 2017-12-12,KPMP_2022 v2,SwissLipids 2018-02-02",structured
2025-07-30_22h47m25s.imzML,734.569431955,0.05,"HMDB v4,LipidMaps 2017-12-12,KPMP_2022 v2,SwissLipids 2018-02-02",structured
2025-07-30_22h47m25s.imzML,741.530733141,0.05,"HMDB v4,LipidMaps 2017-12-12,KPMP_2022 v2,SwissLipids 2018-02-02",structured
2025-07-30_22h47m25s.imzML,441.079217459,0.05,"HMDB v4,LipidMaps 2017-12-12",localized
2025-07-30_22h47m25s.imzML,772.525161455,0.05,"HMDB v4,LipidMaps 2017-12-12,KPMP_2022 v2,SwissLipids 2018-02-02",structured
2025-07-30_22h47m25s.imzML,855.741211603,0.05,"HMDB v4,LipidMaps 2017-12-12,KPMP_2022 v2,SwissLipids 2018-02-02",localized
2025-07-30_22h47m25s.imzML,772.525313413,0.05,"HMDB v4,LipidMaps 2017-12-12,KPMP_2022 v2,SwissLipids 2018-02-02",structured
2025-07-30_22h47m25s.imzML,650.439146063,0.05,"LipidMaps 2017-12-12,KPMP_2022 v2,SwissLipids 2018-02-02",structured
2025-07-30_22h47m25s.imzML,837.681996443,0.05,"HMDB v4,LipidMaps 2017-12-12,KPMP_2022 v2,SwissLipids 2018-02-02",structured
2025-07-30_22h47m25s.imzML,725.556795931,0.05,"HMDB v4,LipidMaps 2017-12-12,KPMP_2022 v2,SwissLipids 2018-02-02",structured
2025-07-30_22h47m25s.imzML,798.540963477,0.05,"HMDB v4,LipidMaps 2017-12-12,KPMP_2022 v2,SwissLipids 2018-02-02",structured
2025-07-30_22h47m25s.imzML,837.684402131,0.05,"KPMP_2022 v2,SwissLipids 2018-02-02",structured
2025-07-30_22h47m25s.imzML,577.519037091,0.05,"HMDB v4,LipidMaps 2017-12-12,KPMP_2022 v2,SwissLipids 2018-02-02",localized
2025-07-30_22h47m25s.imzML,772.527567143,0.05,"LipidMaps 2017-12-12,KPMP_2022 v2,SwissLipids 2018-02-02",structured
2025-07-30_22h47m25s.imzML,832.582676331,0.05,"HMDB v4,LipidMaps 2017-12-12,KPMP_2022 v2,SwissLipids 2018-02-02",structured
2025-07-30_22h47m25s.imzML,496.339766375,0.05,"HMDB v4,LipidMaps 2017-12-12,KPMP_2022 v2,SwissLipids 2018-02-02",structured
2025-07-30_22h47m25s.imzML,496.339729667,0.05,"HMDB v4,LipidMaps 2017-12-12,KPMP_2022 v2",structured
2025-07-30_22h47m25s.imzML,534.295647833,0.05,"HMDB v4,LipidMaps 2017-12-12,KPMP_2022 v2,SwissLipids 2018-02-02",structured
2025-07-30_22h47m25s.imzML,810.600732083,0.05,"HMDB v4,LipidMaps 2017-12-12,KPMP_2022 v2,SwissLipids 2018-02-02",structured
2025-07-30_22h47m25s.imzML,871.715033563,0.05,"HMDB v4,KPMP_2022 v2,SwissLipids 2018-02-02",localized
2025-07-30_22h47m25s.imzML,713.029055265,0.1,HMDB v4,localized
2025-07-30_22h47m25s.imzML,419.097273211,0.05,"HMDB v4,LipidMaps 2017-12-12",localized
2025-07-30_22h47m25s.imzML,672.421090311,0.05,"LipidMaps 2017-12-12,KPMP_2022 v2,SwissLipids 2018-02-02",structured
2025-07-30_22h47m25s.imzML,753.588096059,0.05,"HMDB v4,LipidMaps 2017-12-12,KPMP_2022 v2,SwissLipids 2018-02-02",structured
2025-07-30_22h47m25s.imzML,923.746333691,1.0,,localized
