filename,mz,min_fdr,databases,label
2025-08-07_22h22m00s.imzML,2304.834491447,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,1905.633941179,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,1419.475470919,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,2158.776582647,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,2816.024596183,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,1257.422647499,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,1289.134798347,1.0,,structured
2025-08-07_22h22m00s.imzML,1850.665850427,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,1743.581117759,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,1809.639301331,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,1581.528294339,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,1647.586477911,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,2669.966687383,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,1485.533654491,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,2012.718673847,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,2507.913863963,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,1663.581392531,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,1793.644386711,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,1444.507105395,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,1996.723759227,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,1282.454281975,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,2361.855955163,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,1079.374909459,0.05,"HMDB v4,NGlycDB v1",structured
2025-08-07_22h22m00s.imzML,1955.697210131,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,1688.613027007,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,2523.908778583,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,1971.692124751,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,2101.755118931,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,1298.449196595,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,1704.607941627,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,1501.528569111,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,1095.369824079,0.05,"HMDB v4,NGlycDB v1",structured
2025-08-07_22h22m00s.imzML,2174.771497267,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,1516.117948407,1.0,,structured
2025-08-07_22h22m00s.imzML,2215.798046363,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,1648.594302943,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,933.317000659,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,917.322086039,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,1339.475745691,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,1542.555118207,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,2320.829406067,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,3035.098883319,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,2362.863780195,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,1136.396373175,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,1794.652211743,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,2466.887314867,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,1606.559928815,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,2133.744948171,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,1866.660765047,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,2377.850869783,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,1460.502020015,0.05,"HMDB v4,NGlycDB v1",structured
2025-08-07_22h22m00s.imzML,2449.871999151,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,1631.591563291,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,2183.808217123,1.0,,structured
2025-08-07_22h22m00s.imzML,1768.612752235,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,1590.565014195,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,2612.945223667,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,2067.686764599,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,2889.040974519,0.05,NGlycDB v1,structured
2025-08-07_22h22m00s.imzML,2117.750033551,0.05,NGlycDB v1,structured
