filename,mz,min_fdr,databases,label
2017-10-26_14h26m24s.imzML,281.248603893,0.05,"ChEBI 2016,HMDB v4,HMDB v2.5",structured
2017-10-26_14h26m24s.imzML,255.232953829,0.05,"ChEBI 2016,HMDB v4,HMDB v2.5",structured
2017-10-26_14h26m24s.imzML,303.232953829,0.05,"ChEBI 2016,HMDB v4,HMDB v2.5",structured
2017-10-26_14h26m24s.imzML,701.512679925,0.05,"ChEBI 2016,HMDB v4",structured
2017-10-26_14h26m24s.imzML,297.243518513,0.05,"ChEBI 2016,HMDB v4,HMDB v2.5",negative
2017-10-26_14h26m24s.imzML,283.264253957,0.05,"ChEBI 2016,HMDB v4,HMDB v2.5",structured
2017-10-26_14h26m24s.imzML,744.554879085,0.05,"ChEBI 2016,HMDB v4,HMDB v2.5",structured
2017-10-26_14h26m24s.imzML,885.549853281,0.05,"ChEBI 2016,HMDB v4,HMDB v2.5",structured
2017-10-26_14h26m24s.imzML,279.232953829,0.05,"ChEBI 2016,HMDB v4,HMDB v2.5",structured
2017-10-26_14h26m24s.imzML,750.544314401,0.05,"ChEBI 2016,HMDB v4,HMDB v2.5",structured
2017-10-26_14h26m24s.imzML,788.544708325,0.05,"ChEBI 2016,HMDB v4,HMDB v2.5",structured
2017-10-26_14h26m24s.imzML,687.544648749,0.05,ChEBI 2016,structured
2017-10-26_14h26m24s.imzML,700.528664337,0.05,"ChEBI 2016,HMDB v4,HMDB v2.5",structured
2017-10-26_14h26m24s.imzML,673.481379797,0.05,"ChEBI 2016,HMDB v4,HMDB v2.5",structured
2017-10-26_14h26m24s.imzML,499.364027569,0.05,ChEBI 2016,negative
2017-10-26_14h26m24s.imzML,295.227868449,0.05,"ChEBI 2016,HMDB v4,HMDB v2.5",negative
2017-10-26_14h26m24s.imzML,269.212218385,0.05,"ChEBI 2016,HMDB v4,HMDB v2.5",negative
2017-10-26_14h26m24s.imzML,728.559964465,0.05,"ChEBI 2016,HMDB v4,HMDB v2.5",structured
2017-10-26_14h26m24s.imzML,648.630019081,0.05,"ChEBI 2016,HMDB v4,HMDB v2.5",structured
2017-10-26_14h26m24s.imzML,419.256799597,0.05,"ChEBI 2016,HMDB v4,HMDB v2.5",structured
2017-10-26_14h26m24s.imzML,227.201653701,0.05,"ChEBI 2016,HMDB v4,HMDB v2.5",negative
2017-10-26_14h26m24s.imzML,311.222783069,0.05,"ChEBI 2016,HMDB v4,HMDB v2.5",negative
2017-10-26_14h26m24s.imzML,313.238433133,0.05,"ChEBI 2016,HMDB v4,HMDB v2.5",negative
2017-10-26_14h26m24s.imzML,253.217303765,0.05,"ChEBI 2016,HMDB v4,HMDB v2.5",structured
2017-10-26_14h26m24s.imzML,436.283348693,0.05,"HMDB v4,HMDB v2.5",structured
2017-10-26_14h26m24s.imzML,536.504818569,0.05,"ChEBI 2016,HMDB v4,HMDB v2.5",structured
2017-10-26_14h26m24s.imzML,766.539229021,0.05,"ChEBI 2016,HMDB v4,HMDB v2.5",structured
2017-10-26_14h26m24s.imzML,620.598718953,0.05,"ChEBI 2016,HMDB v4,HMDB v2.5",structured
