filename,mz,min_fdr,databases,label
2025-08-27_01h37m31s.imzML,2012.718673847,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1809.639301331,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1663.581392531,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,2158.776582647,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,2377.850869783,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,2523.908778583,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1850.665850427,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1289.134798347,0.05,HMDB v4,structured
2025-08-27_01h37m31s.imzML,1866.660765047,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1647.586477911,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,2174.771497267,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1419.475470919,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1257.422647499,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1743.581117759,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1581.528294339,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1704.607941627,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1444.507105395,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1298.449196595,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,2539.903693203,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1485.533654491,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1905.633941179,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1305.108735557,1.0,,weak_structured
2025-08-27_01h37m31s.imzML,2669.966687383,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,2231.792960983,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1501.528569111,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,2028.713588467,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1282.454281975,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1648.594302943,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1705.604258891,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,2304.834491447,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,2215.798046363,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1079.374909459,0.05,"NGlycDB v1,HMDB v4",structured
2025-08-27_01h37m31s.imzML,933.317000659,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,2523.887801173,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1955.697210131,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1811.650146463,0.05,HMDB v4,structured
2025-08-27_01h37m31s.imzML,1460.502020015,0.05,"NGlycDB v1,HMDB v4",structured
2025-08-27_01h37m31s.imzML,1996.723759227,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1976.658753283,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,2320.829406067,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,2378.837717405,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1136.396373175,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,2122.716662083,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1339.475745691,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1095.369824079,0.05,"NGlycDB v1,HMDB v4",structured
2025-08-27_01h37m31s.imzML,2742.983065719,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,2361.855955163,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1622.554843435,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1793.644386711,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1688.613027007,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,2377.829892373,0.05,NGlycDB v1,weak_structured
2025-08-27_01h37m31s.imzML,1706.612358311,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,2069.740137563,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,2233.797377667,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,2393.845784403,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1546.538799447,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,2362.863780195,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1825.634215951,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,2889.040974519,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,2466.887314867,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1606.559928815,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,2816.024596183,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,2905.035889139,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1792.623985615,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1749.618171963,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,917.322086039,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,2685.961602003,1.0,,structured
2025-08-27_01h37m31s.imzML,1630.571162195,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1891.692399523,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,2596.925156919,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,2487.848858019,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1120.401458555,1.0,,structured
2025-08-27_01h37m31s.imzML,2100.734717835,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1542.555118207,1.0,,structured
2025-08-27_01h37m31s.imzML,1590.565014195,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,2101.755118931,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1954.676809035,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1631.591563291,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,2852.981053955,1.0,,weak_structured
2025-08-27_01h37m31s.imzML,1768.612752235,1.0,,structured
2025-08-27_01h37m31s.imzML,2360.835554067,1.0,,structured
2025-08-27_01h37m31s.imzML,2303.814090351,1.0,,weak_structured
2025-08-27_01h37m31s.imzML,1794.652211743,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1971.692124751,1.0,,structured
2025-08-27_01h37m31s.imzML,1605.539527719,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1995.703358131,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1589.544613099,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,2522.888377487,1.0,,weak_structured
2025-08-27_01h37m31s.imzML,2040.713588467,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,2580.930242299,1.0,,weak_structured
2025-08-27_01h37m31s.imzML,3035.098883319,1.0,,weak_structured
2025-08-27_01h37m31s.imzML,2507.913863963,1.0,,weak_structured
2025-08-27_01h37m31s.imzML,2157.756181551,1.0,,weak_structured
2025-08-27_01h37m31s.imzML,2071.744554247,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,1565.533379719,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,2053.745222943,0.05,NGlycDB v1,structured
2025-08-27_01h37m31s.imzML,2506.893462867,1.0,,weak_structured
2025-08-27_01h37m31s.imzML,2141.761266931,1.0,,weak_structured
2025-08-27_01h37m31s.imzML,2668.946286287,0.05,NGlycDB v1,weak_structured
2025-08-27_01h37m31s.imzML,1849.645449331,1.0,,weak_structured
2025-08-27_01h37m31s.imzML,2465.866913771,1.0,,weak_structured
2025-08-27_01h37m31s.imzML,1403.480556299,1.0,,structured
2025-08-27_01h37m31s.imzML,2832.019510803,1.0,,weak_structured
2025-08-27_01h37m31s.imzML,1833.650534711,1.0,,weak_structured
2025-08-27_01h37m31s.imzML,2319.809004971,1.0,,weak_structured
2025-08-27_01h37m31s.imzML,974.343549755,1.0,,weak_structured
2025-08-27_01h37m31s.imzML,1727.586203139,1.0,,weak_structured
2025-08-27_01h37m31s.imzML,3270.168085075,1.0,,weak_structured
2025-08-27_01h37m31s.imzML,1938.681894415,1.0,,weak_structured
2025-08-27_01h37m31s.imzML,2325.796034599,1.0,,weak_structured
2025-08-27_01h37m31s.imzML,2341.790949219,1.0,,weak_structured
