filename,mz,min_fdr,databases,label
2023-06-22_22h41m25s.imzML,177.015829355,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",structured
2023-06-22_22h41m25s.imzML,273.039364411,0.05,ChEBI 2018-01,structured
2023-06-22_22h41m25s.imzML,187.122974883,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",weak_structured
2023-06-22_22h41m25s.imzML,212.031813767,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",localized
2023-06-22_22h41m25s.imzML,155.033885107,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",structured
2023-06-22_22h41m25s.imzML,365.105432207,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",structured
2023-06-22_22h41m25s.imzML,239.154275011,0.05,"KEGG v1,ChEBI 2018-01",localized
2023-06-22_22h41m25s.imzML,154.026334463,0.05,"KEGG v1,ChEBI 2018-01",structured
2023-06-22_22h41m25s.imzML,170.096425787,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",weak_structured
2023-06-22_22h41m25s.imzML,381.079369417,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",structured
2023-06-22_22h41m25s.imzML,176.008315419,0.05,"KEGG v1,ChEBI 2018-01",structured
2023-06-22_22h41m25s.imzML,184.073321363,0.05,"KEGG v1,ChEBI 2018-01",localized
2023-06-22_22h41m25s.imzML,245.044449791,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",structured
2023-06-22_22h41m25s.imzML,184.073284655,1.0,,structured
2023-06-22_22h41m25s.imzML,155.070270615,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",structured
2023-06-22_22h41m25s.imzML,323.139018871,0.05,"HMDB v4,ChEBI 2018-01",weak_structured
2023-06-22_22h41m25s.imzML,154.026371171,0.05,"KEGG v1,ChEBI 2018-01",structured
2023-06-22_22h41m25s.imzML,156.080775723,0.05,HMDB v4,weak_structured
2023-06-22_22h41m25s.imzML,295.021308659,0.05,ChEBI 2018-01,structured
2023-06-22_22h41m25s.imzML,381.079217459,0.05,HMDB v4,structured
2023-06-22_22h41m25s.imzML,228.005750977,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",localized
2023-06-22_22h41m25s.imzML,185.107324819,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",fragmented
2023-06-22_22h41m25s.imzML,449.047917331,0.05,HMDB v4,structured
2023-06-22_22h41m25s.imzML,246.052549211,0.05,KEGG v1,structured
2023-06-22_22h41m25s.imzML,175.086589375,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",fragmented
2023-06-22_22h41m25s.imzML,181.049535171,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",structured
2023-06-22_22h41m25s.imzML,229.049535171,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",structured
2023-06-22_22h41m25s.imzML,217.049535171,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",structured
2023-06-22_22h41m25s.imzML,203.052608787,0.05,"HMDB v4,KEGG v1,LipidMaps 2017-12-12,ChEBI 2018-01",weak_structured
2023-06-22_22h41m25s.imzML,339.133933491,0.05,"KEGG v1,ChEBI 2018-01",structured
2023-06-22_22h41m25s.imzML,285.036958723,0.05,"HMDB v4,KEGG v1",structured
2023-06-22_22h41m25s.imzML,156.041984527,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",structured
2023-06-22_22h41m25s.imzML,180.065519583,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",weak_structured
2023-06-22_22h41m25s.imzML,146.060040279,1.0,,unstructured
2023-06-22_22h41m25s.imzML,151.038970487,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",structured
2023-06-22_22h41m25s.imzML,199.086589375,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",fragmented
2023-06-22_22h41m25s.imzML,199.096485363,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",structured
2023-06-22_22h41m25s.imzML,275.055014475,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",structured
2023-06-22_22h41m25s.imzML,297.036958723,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",structured
2023-06-22_22h41m25s.imzML,187.096485363,0.05,"HMDB v4,KEGG v1",structured
2023-06-22_22h41m25s.imzML,186.221626299,0.05,ChEBI 2018-01,structured
2023-06-22_22h41m25s.imzML,144.080775723,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",fragmented
2023-06-22_22h41m25s.imzML,209.104919131,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",fragmented
2023-06-22_22h41m25s.imzML,290.042378451,0.1,KEGG v1,structured
2023-06-22_22h41m25s.imzML,257.044449791,0.05,"KEGG v1,ChEBI 2018-01",structured
2023-06-22_22h41m25s.imzML,173.080835299,0.05,"HMDB v4,LipidMaps 2017-12-12,ChEBI 2018-01",structured
2023-06-22_22h41m25s.imzML,187.038970487,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",structured
2023-06-22_22h41m25s.imzML,371.221685875,0.05,"KEGG v1,ChEBI 2018-01",fragmented
2023-06-22_22h41m25s.imzML,190.023965483,1.0,,fragmented
2023-06-22_22h41m25s.imzML,175.118952123,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",structured
2023-06-22_22h41m25s.imzML,198.102573787,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",fragmented
2023-06-22_22h41m25s.imzML,409.056374009,0.05,HMDB v4,structured
2023-06-22_22h41m25s.imzML,267.026394039,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",structured
2023-06-22_22h41m25s.imzML,240.123034459,0.05,ChEBI 2018-01,structured
2023-06-22_22h41m25s.imzML,201.102239439,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",fragmented
2023-06-22_22h41m25s.imzML,213.138624947,0.05,"KEGG v1,ChEBI 2018-01",fragmented
2023-06-22_22h41m25s.imzML,218.057634591,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",structured
2023-06-22_22h41m25s.imzML,207.112804123,0.05,KEGG v1,structured
2023-06-22_22h41m25s.imzML,201.138624947,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",fragmented
2023-06-22_22h41m25s.imzML,235.017721055,0.1,ChEBI 2018-01,localized
2023-06-22_22h41m25s.imzML,306.112469775,0.05,HMDB v4,fragmented
2023-06-22_22h41m25s.imzML,341.222354571,0.05,"HMDB v4,ChEBI 2018-01",fragmented
2023-06-22_22h41m25s.imzML,156.042021235,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",structured
2023-06-22_22h41m25s.imzML,299.076143843,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",structured
2023-06-22_22h41m25s.imzML,191.982252629,0.05,"KEGG v1,ChEBI 2018-01",structured
2023-06-22_22h41m25s.imzML,250.991658265,0.05,ChEBI 2018-01,localized
2023-06-22_22h41m25s.imzML,449.048069289,0.05,HMDB v4,structured
2023-06-22_22h41m25s.imzML,138.031456551,0.05,ChEBI 2018-01,structured
2023-06-22_22h41m25s.imzML,213.035776807,0.05,ChEBI 2018-01,localized
2023-06-22_22h41m25s.imzML,496.339766375,0.05,"HMDB v4,LipidMaps 2017-12-12,ChEBI 2018-01",localized
2023-06-22_22h41m25s.imzML,218.057160331,0.05,"KEGG v1,ChEBI 2018-01",structured
2023-06-22_22h41m25s.imzML,333.058088091,0.05,HMDB v4,structured
2023-06-22_22h41m25s.imzML,269.042044103,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",structured
2023-06-22_22h41m25s.imzML,496.339729667,0.05,"HMDB v4,LipidMaps 2017-12-12,ChEBI 2018-01",localized
2023-06-22_22h41m25s.imzML,199.122974883,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",structured
2023-06-22_22h41m25s.imzML,300.086648951,0.05,"HMDB v4,KEGG v1",structured
2023-06-22_22h41m25s.imzML,251.986320119,0.1,ChEBI 2018-01,localized
2023-06-22_22h41m25s.imzML,409.198544743,0.05,"HMDB v4,KEGG v1,LipidMaps 2017-12-12,ChEBI 2018-01",unstructured
2023-06-22_22h41m25s.imzML,141.054620551,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",structured
2023-06-22_22h41m25s.imzML,274.047463831,0.1,KEGG v1,structured
2023-06-22_22h41m25s.imzML,387.217026841,1.0,,fragmented
2023-06-22_22h41m25s.imzML,295.021460617,0.05,HMDB v4,structured
2023-06-22_22h41m25s.imzML,315.047675365,0.05,"HMDB v4,KEGG v1",structured
2023-06-22_22h41m25s.imzML,189.054620551,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",structured
2023-06-22_22h41m25s.imzML,203.117889503,0.05,"HMDB v4,ChEBI 2018-01",fragmented
2023-06-22_22h41m25s.imzML,246.052701169,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",structured
2023-06-22_22h41m25s.imzML,178.023965483,0.05,"HMDB v4,KEGG v1,ChEBI 2018-01",structured
