filename,mz,min_fdr,databases,label
2024-12-06_18h59m14s.imzML,500.278263313,0.05,"LipidMaps 2017-12-12,SwissLipids 2018-02-02,HMDB v4,KPMP_2022 v2",structured
2024-12-06_18h59m14s.imzML,838.560358389,0.05,"LipidMaps 2017-12-12,SwissLipids 2018-02-02,HMDB v4,KPMP_2022 v2",structured
2024-12-06_18h59m14s.imzML,701.512679925,0.05,"LipidMaps 2017-12-12,SwissLipids 2018-02-02,HMDB v4,KPMP_2022 v2",structured
2024-12-06_18h59m14s.imzML,744.554879085,0.05,"LipidMaps 2017-12-12,SwissLipids 2018-02-02,HMDB v4,KPMP_2022 v2",structured
2024-12-06_18h59m14s.imzML,810.529058261,0.05,"LipidMaps 2017-12-12,SwissLipids 2018-02-02,HMDB v4,KPMP_2022 v2",structured
2024-12-06_18h59m14s.imzML,766.539229021,0.05,"LipidMaps 2017-12-12,SwissLipids 2018-02-02,HMDB v4,KPMP_2022 v2",structured
2024-12-06_18h59m14s.imzML,788.544708325,0.05,"LipidMaps 2017-12-12,SwissLipids 2018-02-02,HMDB v4,KPMP_2022 v2",structured
2024-12-06_18h59m14s.imzML,863.565503345,0.05,"SwissLipids 2018-02-02,LipidMaps 2017-12-12,KPMP_2022 v2",structured
2024-12-06_18h59m14s.imzML,724.528664337,1.0,,structured
2024-12-06_18h59m14s.imzML,716.523578957,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12,KPMP_2022 v2",structured
2024-12-06_18h59m14s.imzML,747.518159229,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12,KPMP_2022 v2",structured
2024-12-06_18h59m14s.imzML,528.273177933,0.05,"SwissLipids 2018-02-02,KPMP_2022 v2",structured
2024-12-06_18h59m14s.imzML,752.559964465,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12,KPMP_2022 v2",structured
2024-12-06_18h59m14s.imzML,794.570529149,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12,KPMP_2022 v2",structured
2024-12-06_18h59m14s.imzML,906.634572151,1.0,,localized
2024-12-06_18h59m14s.imzML,1052.692480951,0.05,SwissLipids 2018-02-02,localized
2024-12-06_18h59m14s.imzML,465.304404687,0.05,"HMDB v4,LipidMaps 2017-12-12",unstructured
2024-12-06_18h59m14s.imzML,687.544648749,0.05,"SwissLipids 2018-02-02,LipidMaps 2017-12-12,KPMP_2022 v2",structured
2024-12-06_18h59m14s.imzML,723.497029861,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12,KPMP_2022 v2",structured
2024-12-06_18h59m14s.imzML,799.669849261,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12,KPMP_2022 v2",structured
2024-12-06_18h59m14s.imzML,890.639657531,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12,KPMP_2022 v2",weak_structured
2024-12-06_18h59m14s.imzML,887.565503345,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12,KPMP_2022 v2",weak_structured
2024-12-06_18h59m14s.imzML,940.567280439,0.05,"SwissLipids 2018-02-02,KPMP_2022 v2",localized
2024-12-06_18h59m14s.imzML,844.607308581,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12",structured
2024-12-06_18h59m14s.imzML,913.581153409,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12",structured
2024-12-06_18h59m14s.imzML,876.624007467,0.05,"SwissLipids 2018-02-02,KPMP_2022 v2",localized
2024-12-06_18h59m14s.imzML,673.481379797,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12,KPMP_2022 v2",structured
2024-12-06_18h59m14s.imzML,528.309563441,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12,KPMP_2022 v2",structured
2024-12-06_18h59m14s.imzML,885.549853281,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12,KPMP_2022 v2",structured
2024-12-06_18h59m14s.imzML,816.576008453,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12",structured
