filename,mz,min_fdr,databases,label
2017-09-11_22h47m32s.imzML,506.361599013,0.05,"HMDB v4,SwissLipids 2016,HMDB v2.5,LIPID_MAPS 2016",structured
2017-09-11_22h47m32s.imzML,428.374532677,0.05,SwissLipids 2016,localized
2017-09-11_22h47m32s.imzML,353.196962245,0.05,LIPID_MAPS 2016,fragmented
2017-09-11_22h47m32s.imzML,409.056505593,1.0,,weak_structured
2017-09-11_22h47m32s.imzML,400.343232549,0.05,SwissLipids 2016,localized
2017-09-11_22h47m32s.imzML,671.577255237,0.05,"HMDB v4,HMDB v2.5,LIPID_MAPS 2016",structured
2017-09-11_22h47m32s.imzML,426.358882613,0.1,"HMDB v4,HMDB v2.5,LIPID_MAPS 2016",localized
2017-09-11_22h47m32s.imzML,448.246963185,0.05,SwissLipids 2016,fragmented
2017-09-11_22h47m32s.imzML,520.509903949,0.1,LIPID_MAPS 2016,structured
2017-09-11_22h47m32s.imzML,522.356513633,0.05,"HMDB v4,SwissLipids 2016,HMDB v2.5,LIPID_MAPS 2016",structured
2017-09-11_22h47m32s.imzML,424.343232549,0.1,"HMDB v4,HMDB v2.5,LIPID_MAPS 2016",localized
2017-09-11_22h47m32s.imzML,551.504484221,1.0,,structured
2017-09-11_22h47m32s.imzML,504.345948949,0.05,"HMDB v4,SwissLipids 2016,HMDB v2.5,LIPID_MAPS 2016",structured
2017-09-11_22h47m32s.imzML,522.525554013,0.1,LIPID_MAPS 2016,localized
2017-09-11_22h47m32s.imzML,502.330298885,0.05,SwissLipids 2016,structured
2017-09-11_22h47m32s.imzML,299.128882685,0.1,"HMDB v4,HMDB v2.5,LIPID_MAPS 2016",structured
2017-09-11_22h47m32s.imzML,520.340863569,0.05,"HMDB v4,SwissLipids 2016,HMDB v2.5,LIPID_MAPS 2016",weak_structured
2017-09-11_22h47m32s.imzML,542.325213505,0.05,"HMDB v4,SwissLipids 2016,HMDB v2.5,LIPID_MAPS 2016",structured
2017-09-11_22h47m32s.imzML,302.079586765,0.1,LIPID_MAPS 2016,structured
2017-09-11_22h47m32s.imzML,287.274424717,0.1,"HMDB v4,HMDB v2.5,LIPID_MAPS 2016",weak_structured
2017-09-11_22h47m32s.imzML,456.405832805,0.05,SwissLipids 2016,localized
2017-09-11_22h47m32s.imzML,439.067070277,1.0,,structured
2017-09-11_22h47m32s.imzML,367.337024973,0.1,LIPID_MAPS 2016,structured
2017-09-11_22h47m32s.imzML,402.337753245,0.1,LIPID_MAPS 2016,localized
2017-09-11_22h47m32s.imzML,562.327618809,0.05,SwissLipids 2016,structured
2017-09-11_22h47m32s.imzML,566.322533429,0.05,SwissLipids 2016,structured
2017-09-11_22h47m32s.imzML,369.316289529,0.1,"HMDB v4,HMDB v2.5,LIPID_MAPS 2016",structured
2017-09-11_22h47m32s.imzML,550.351428253,0.05,"SwissLipids 2016,LIPID_MAPS 2016",localized
2017-09-11_22h47m32s.imzML,342.072132405,0.05,SwissLipids 2016,structured
2017-09-11_22h47m32s.imzML,341.306118769,0.05,"HMDB v4,SwissLipids 2016,HMDB v2.5,LIPID_MAPS 2016",structured
2017-09-11_22h47m32s.imzML,454.390182741,0.1,"HMDB v4,HMDB v2.5,LIPID_MAPS 2016",localized
2017-09-11_22h47m32s.imzML,518.288827997,0.05,SwissLipids 2016,structured
