filename,mz,min_fdr,databases,label
2025-05-26_08h35m04s.imzML,863.565503345,0.05,"LipidMaps 2017-12-12,ChEBI 2018-01",structured
2025-05-26_08h35m04s.imzML,467.197630941,0.05,NPA 2019-08,negative
2025-05-26_08h35m04s.imzML,885.549853281,0.05,"HMDB v4,LipidMaps 2017-12-12,ChEBI 2018-01",structured
2025-05-26_08h35m04s.imzML,744.554879085,0.05,"HMDB v4,LipidMaps 2017-12-12,ChEBI 2018-01",structured
2025-05-26_08h35m04s.imzML,465.181980877,0.05,NPA 2019-08,negative
2025-05-26_08h35m04s.imzML,887.565503345,0.05,"HMDB v4,LipidMaps 2017-12-12,ChEBI 2018-01",structured
2025-05-26_08h35m04s.imzML,766.539229021,0.05,"HMDB v4,LipidMaps 2017-12-12,ChEBI 2018-01",structured
2025-05-26_08h35m04s.imzML,687.544648749,0.1,"LipidMaps 2017-12-12,ChEBI 2018-01",structured
2025-05-26_08h35m04s.imzML,715.575948877,0.1,"LipidMaps 2017-12-12,ChEBI 2018-01",localized
2025-05-26_08h35m04s.imzML,835.534203217,0.05,"HMDB v4,LipidMaps 2017-12-12,ChEBI 2018-01",structured
2025-05-26_08h35m04s.imzML,514.284397515,1.0,,localized
2025-05-26_08h35m04s.imzML,788.544708325,0.05,"HMDB v4,LipidMaps 2017-12-12,ChEBI 2018-01",structured
2025-05-26_08h35m04s.imzML,700.528664337,0.05,"HMDB v4,LipidMaps 2017-12-12,ChEBI 2018-01",structured
2025-05-26_08h35m04s.imzML,722.513014273,0.05,"HMDB v4,LipidMaps 2017-12-12,ChEBI 2018-01",structured
2025-05-26_08h35m04s.imzML,742.539229021,0.05,"HMDB v4,LipidMaps 2017-12-12,ChEBI 2018-01",structured
2025-05-26_08h35m04s.imzML,716.523578957,0.05,"HMDB v4,LipidMaps 2017-12-12,ChEBI 2018-01",structured
2025-05-26_08h35m04s.imzML,701.512679925,0.05,"HMDB v4,LipidMaps 2017-12-12,ChEBI 2018-01",structured
2025-05-26_08h35m04s.imzML,699.497029861,0.05,"HMDB v4,LipidMaps 2017-12-12,ChEBI 2018-01",structured
2025-05-26_08h35m04s.imzML,468.182983921,0.1,ChEBI 2018-01,negative
2025-05-26_08h35m04s.imzML,861.549853281,0.05,"HMDB v4,LipidMaps 2017-12-12,ChEBI 2018-01",structured
2025-05-26_08h35m04s.imzML,723.497029861,0.05,"HMDB v4,LipidMaps 2017-12-12,ChEBI 2018-01",structured
2025-05-26_08h35m04s.imzML,768.554879085,0.05,"HMDB v4,LipidMaps 2017-12-12,ChEBI 2018-01",structured
2025-05-26_08h35m04s.imzML,673.481379797,0.05,"HMDB v4,LipidMaps 2017-12-12,ChEBI 2018-01",structured
2025-05-26_08h35m04s.imzML,838.560358389,0.05,"HMDB v4,LipidMaps 2017-12-12,ChEBI 2018-01",localized
2025-05-26_08h35m04s.imzML,750.544314401,0.05,"HMDB v4,LipidMaps 2017-12-12,ChEBI 2018-01",structured
2025-05-26_08h35m04s.imzML,726.544314401,0.05,"HMDB v4,LipidMaps 2017-12-12,ChEBI 2018-01",structured
2025-05-26_08h35m04s.imzML,859.534203217,0.05,"LipidMaps 2017-12-12,HMDB v4",structured
2025-05-26_08h35m04s.imzML,616.471149461,0.1,"HMDB v4,LipidMaps 2017-12-12,ChEBI 2018-01",structured
2025-05-26_08h35m04s.imzML,514.150740325,0.1,HMDB v4,negative
2025-05-26_08h35m04s.imzML,642.486799525,0.1,ChEBI 2018-01,structured
2025-05-26_08h35m04s.imzML,889.581153409,1.0,,weak_structured
2025-05-26_08h35m04s.imzML,857.518553153,0.1,"HMDB v4,LipidMaps 2017-12-12,ChEBI 2018-01",structured
2025-05-26_08h35m04s.imzML,697.481379797,0.1,"HMDB v4,LipidMaps 2017-12-12,ChEBI 2018-01",structured
2025-05-26_08h35m04s.imzML,483.193547879,0.1,ChEBI 2018-01,negative
2025-05-26_08h35m04s.imzML,794.570529149,0.1,"HMDB v4,LipidMaps 2017-12-12,ChEBI 2018-01",structured
2025-05-26_08h35m04s.imzML,726.580699909,0.1,"HMDB v4,LipidMaps 2017-12-12,ChEBI 2018-01",localized
2025-05-26_08h35m04s.imzML,748.528664337,0.1,"LipidMaps 2017-12-12,HMDB v4",structured
2025-05-26_08h35m04s.imzML,794.509371639,0.1,LipidMaps 2017-12-12,unstructured
2025-05-26_08h35m04s.imzML,644.502449589,0.1,"HMDB v4,LipidMaps 2017-12-12,ChEBI 2018-01",localized
2025-05-26_08h35m04s.imzML,797.654199197,0.1,LipidMaps 2017-12-12,localized
2025-05-26_08h35m04s.imzML,671.465729733,0.1,"HMDB v4,LipidMaps 2017-12-12,ChEBI 2018-01",structured
2025-05-26_08h35m04s.imzML,718.539229021,0.1,"HMDB v4,LipidMaps 2017-12-12,ChEBI 2018-01",structured
2025-05-26_08h35m04s.imzML,743.607249005,0.1,"LipidMaps 2017-12-12,ChEBI 2018-01",localized
2025-05-26_08h35m04s.imzML,512.135090261,0.1,HMDB v4,negative
2025-05-26_08h35m04s.imzML,725.512679925,0.1,"LipidMaps 2017-12-12,HMDB v4",structured
2025-05-26_08h35m04s.imzML,530.145654945,0.1,HMDB v4,negative
2025-05-26_08h35m04s.imzML,463.167668205,0.1,ChEBI 2018-01,negative
2025-05-26_08h35m04s.imzML,770.570529149,0.1,"HMDB v4,LipidMaps 2017-12-12,ChEBI 2018-01",structured
2025-05-26_08h35m04s.imzML,790.539229021,1.0,,structured
2025-05-26_08h35m04s.imzML,465.304404687,1.0,,structured
2025-05-26_08h35m04s.imzML,487.237112975,1.0,,localized
2025-05-26_08h35m04s.imzML,883.534203217,0.1,"HMDB v4,LipidMaps 2017-12-12,ChEBI 2018-01",structured
2025-05-26_08h35m04s.imzML,599.320187701,0.1,"HMDB v4,LipidMaps 2017-12-12,ChEBI 2018-01",structured
2025-05-26_08h35m04s.imzML,771.638549133,0.1,"LipidMaps 2017-12-12,ChEBI 2018-01",localized
2025-05-26_08h35m04s.imzML,728.559964465,0.1,"HMDB v4,LipidMaps 2017-12-12,ChEBI 2018-01",structured
2025-05-26_08h35m04s.imzML,480.309563441,0.1,"HMDB v4,LipidMaps 2017-12-12,ChEBI 2018-01",structured
2025-05-26_08h35m04s.imzML,671.251123057,0.1,HMDB v4,negative
