filename,mz,min_fdr,databases,label
2023-06-27_00h51m39s.imzML,782.567026267,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12,KPMP_2022 v2",structured
2023-06-27_00h51m39s.imzML,798.540811519,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12,KPMP_2022 v2",structured
2023-06-27_00h51m39s.imzML,798.540963477,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12,KPMP_2022 v2",structured
2023-06-27_00h51m39s.imzML,725.556795931,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12,KPMP_2022 v2",structured
2023-06-27_00h51m39s.imzML,741.530733141,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12,KPMP_2022 v2",structured
2023-06-27_00h51m39s.imzML,666.434060683,0.05,"KPMP_2022 v2,LipidMaps 2017-12-12,SwissLipids 2018-02-02",localized
2023-06-27_00h51m39s.imzML,780.551376203,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12,KPMP_2022 v2",structured
2023-06-27_00h51m39s.imzML,734.569431955,0.05,"HMDB v4,KPMP_2022 v2,LipidMaps 2017-12-12,SwissLipids 2018-02-02",localized
2023-06-27_00h51m39s.imzML,760.585082019,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12,KPMP_2022 v2",structured
2023-06-27_00h51m39s.imzML,721.477876915,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12,KPMP_2022 v2",structured
2023-06-27_00h51m39s.imzML,808.582676331,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12,KPMP_2022 v2",structured
2023-06-27_00h51m39s.imzML,758.569431955,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12,KPMP_2022 v2",structured
2023-06-27_00h51m39s.imzML,824.556461583,0.1,"SwissLipids 2018-02-02,KPMP_2022 v2",structured
2023-06-27_00h51m39s.imzML,772.525161455,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12,KPMP_2022 v2",structured
2023-06-27_00h51m39s.imzML,782.569431955,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12,KPMP_2022 v2",structured
2023-06-27_00h51m39s.imzML,796.525161455,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12,KPMP_2022 v2",structured
2023-06-27_00h51m39s.imzML,703.574851683,0.05,"HMDB v4,KPMP_2022 v2,LipidMaps 2017-12-12,SwissLipids 2018-02-02",localized
2023-06-27_00h51m39s.imzML,804.551376203,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12,KPMP_2022 v2",structured
2023-06-27_00h51m39s.imzML,824.556613541,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12,KPMP_2022 v2",structured
2023-06-27_00h51m39s.imzML,796.525313413,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12,KPMP_2022 v2",structured
2023-06-27_00h51m39s.imzML,804.553781891,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12,KPMP_2022 v2",structured
2023-06-27_00h51m39s.imzML,756.551376203,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12,KPMP_2022 v2",structured
2023-06-27_00h51m39s.imzML,806.567026267,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12,KPMP_2022 v2",structured
2023-06-27_00h51m39s.imzML,723.493526979,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12,KPMP_2022 v2",structured
2023-06-27_00h51m39s.imzML,737.451814125,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12,KPMP_2022 v2",structured
2023-06-27_00h51m39s.imzML,822.540811519,0.1,"SwissLipids 2018-02-02,KPMP_2022 v2",structured
2023-06-27_00h51m39s.imzML,772.525313413,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12,KPMP_2022 v2",structured
2023-06-27_00h51m39s.imzML,824.555224637,0.05,LipidMaps 2017-12-12,structured
2023-06-27_00h51m39s.imzML,666.434175933,0.05,"KPMP_2022 v2,SwissLipids 2018-02-02",localized
2023-06-27_00h51m39s.imzML,650.439146063,0.05,"KPMP_2022 v2,LipidMaps 2017-12-12,SwissLipids 2018-02-02",localized
2023-06-27_00h51m39s.imzML,820.525313413,0.05,"HMDB v4,SwissLipids 2018-02-02,LipidMaps 2017-12-12,KPMP_2022 v2",structured
