filename,mz,min_fdr,databases,label
2023-07-05_22h26m29s.imzML,796.525313413,0.05,"HMDB v4,CoreMetabolome v3,SwissLipids 2018-02-02",structured
2023-07-05_22h26m29s.imzML,796.525161455,0.05,"CoreMetabolome v3,SwissLipids 2018-02-02,HMDB v4",structured
2023-07-05_22h26m29s.imzML,824.556613541,0.05,"CoreMetabolome v3,SwissLipids 2018-02-02,HMDB v4",structured
2023-07-05_22h26m29s.imzML,881.756861667,1.0,,localized
2023-07-05_22h26m29s.imzML,879.741211603,1.0,,localized
2023-07-05_22h26m29s.imzML,824.556461583,0.1,SwissLipids 2018-02-02,structured
2023-07-05_22h26m29s.imzML,905.756898375,1.0,,localized
2023-07-05_22h26m29s.imzML,881.759267355,1.0,,localized
2023-07-05_22h26m29s.imzML,879.743617291,1.0,,localized
2023-07-05_22h26m29s.imzML,798.540963477,0.05,"CoreMetabolome v3,HMDB v4,SwissLipids 2018-02-02",structured
2023-07-05_22h26m29s.imzML,897.730683627,0.05,SwissLipids 2018-02-02,localized
2023-07-05_22h26m29s.imzML,907.772511731,1.0,,localized
2023-07-05_22h26m29s.imzML,897.730798877,0.05,"CoreMetabolome v3,HMDB v4,SwissLipids 2018-02-02",localized
2023-07-05_22h26m29s.imzML,895.715148813,0.05,"CoreMetabolome v3,HMDB v4,SwissLipids 2018-02-02",localized
2023-07-05_22h26m29s.imzML,895.715033563,0.05,SwissLipids 2018-02-02,localized
2023-07-05_22h26m29s.imzML,1215.748935299,0.1,SwissLipids 2018-02-02,unstructured
2023-07-05_22h26m29s.imzML,905.756861667,1.0,,localized
2023-07-05_22h26m29s.imzML,798.540811519,0.05,"CoreMetabolome v3,HMDB v4,SwissLipids 2018-02-02",structured
2023-07-05_22h26m29s.imzML,907.774917419,1.0,,localized
2023-07-05_22h26m29s.imzML,923.746333691,0.05,SwissLipids 2018-02-02,localized
2023-07-05_22h26m29s.imzML,921.730683627,0.05,SwissLipids 2018-02-02,localized
2023-07-05_22h26m29s.imzML,921.730798877,0.05,"CoreMetabolome v3,HMDB v4,SwissLipids 2018-02-02",localized
2023-07-05_22h26m29s.imzML,905.759267355,1.0,,localized
2023-07-05_22h26m29s.imzML,737.451814125,0.05,"CoreMetabolome v3,HMDB v4,SwissLipids 2018-02-02",structured
2023-07-05_22h26m29s.imzML,923.746448941,0.05,"CoreMetabolome v3,HMDB v4,SwissLipids 2018-02-02",localized
2023-07-05_22h26m29s.imzML,897.730646919,0.1,SwissLipids 2018-02-02,localized
2023-07-05_22h26m29s.imzML,895.714996855,1.0,,localized
2023-07-05_22h26m29s.imzML,897.733052607,0.05,SwissLipids 2018-02-02,localized
2023-07-05_22h26m29s.imzML,780.551376203,0.05,"CoreMetabolome v3,HMDB v4,SwissLipids 2018-02-02",structured
2023-07-05_22h26m29s.imzML,923.746296983,0.1,SwissLipids 2018-02-02,localized
2023-07-05_22h26m29s.imzML,895.717402543,0.05,SwissLipids 2018-02-02,localized
2023-07-05_22h26m29s.imzML,921.730646919,0.1,SwissLipids 2018-02-02,localized
2023-07-05_22h26m29s.imzML,921.728277939,0.1,SwissLipids 2018-02-02,localized
2023-07-05_22h26m29s.imzML,853.725561539,0.05,"CoreMetabolome v3,HMDB v4,SwissLipids 2018-02-02",unstructured
2023-07-05_22h26m29s.imzML,895.712627875,0.05,"HMDB v4,SwissLipids 2018-02-02",localized
2023-07-05_22h26m29s.imzML,903.741248311,1.0,,localized
2023-07-05_22h26m29s.imzML,877.725598247,0.1,SwissLipids 2018-02-02,unstructured
2023-07-05_22h26m29s.imzML,923.748702671,0.1,SwissLipids 2018-02-02,localized
2023-07-05_22h26m29s.imzML,780.553781891,0.05,"CoreMetabolome v3,HMDB v4,SwissLipids 2018-02-02",structured
2023-07-05_22h26m29s.imzML,923.743928003,0.05,"HMDB v4,SwissLipids 2018-02-02",localized
2023-07-05_22h26m29s.imzML,853.727967227,0.05,"CoreMetabolome v3,HMDB v4,SwissLipids 2018-02-02",unstructured
2023-07-05_22h26m29s.imzML,822.540963477,0.05,"CoreMetabolome v3,HMDB v4,SwissLipids 2018-02-02",structured
2023-07-05_22h26m29s.imzML,869.699383499,0.05,"HMDB v4,SwissLipids 2018-02-02",localized
2023-07-05_22h26m29s.imzML,903.741211603,1.0,,localized
2023-07-05_22h26m29s.imzML,855.741211603,0.05,"CoreMetabolome v3,HMDB v4,SwissLipids 2018-02-02",unstructured
2023-07-05_22h26m29s.imzML,877.725561539,0.05,"CoreMetabolome v3,HMDB v4,SwissLipids 2018-02-02",unstructured
2023-07-05_22h26m29s.imzML,820.525313413,0.05,"CoreMetabolome v3,HMDB v4,SwissLipids 2018-02-02",structured
2023-07-05_22h26m29s.imzML,869.699498749,0.05,"CoreMetabolome v3,HMDB v4,SwissLipids 2018-02-02",localized
2023-07-05_22h26m29s.imzML,903.743617291,1.0,,fragmented
2023-07-05_22h26m29s.imzML,877.727967227,0.05,"HMDB v4,SwissLipids 2018-02-02",unstructured
2023-07-05_22h26m29s.imzML,855.743617291,0.05,"CoreMetabolome v3,HMDB v4,SwissLipids 2018-02-02",unstructured
2023-07-05_22h26m29s.imzML,919.715148813,0.05,"CoreMetabolome v3,HMDB v4,SwissLipids 2018-02-02",localized
2023-07-05_22h26m29s.imzML,737.447053923,0.05,KEGG v1,structured
2023-07-05_22h26m29s.imzML,822.540811519,0.1,SwissLipids 2018-02-02,structured
2023-07-05_22h26m29s.imzML,939.203707899,0.05,HMDB v4,localized
2023-07-05_22h26m29s.imzML,765.483114253,0.05,"CoreMetabolome v3,HMDB v4,SwissLipids 2018-02-02",structured
2023-07-05_22h26m29s.imzML,869.699346791,0.1,SwissLipids 2018-02-02,localized
2023-07-05_22h26m29s.imzML,772.525313413,0.05,"CoreMetabolome v3,HMDB v4,SwissLipids 2018-02-02",structured
2023-07-05_22h26m29s.imzML,772.525161455,0.05,"CoreMetabolome v3,HMDB v4,SwissLipids 2018-02-02",structured
2023-07-05_22h26m29s.imzML,893.699498749,0.05,"CoreMetabolome v3,HMDB v4,SwissLipids 2018-02-02",localized
2023-07-05_22h26m29s.imzML,909.788161795,0.05,"HMDB v4,CoreMetabolome v3,SwissLipids 2018-02-02",unstructured
2023-07-05_22h26m29s.imzML,797.530306411,0.05,"CoreMetabolome v3,HMDB v4,SwissLipids 2018-02-02",structured
2023-07-05_22h26m29s.imzML,948.472213447,0.05,HMDB v4,structured
2023-07-05_22h26m29s.imzML,909.790567483,0.05,"CoreMetabolome v3,HMDB v4,SwissLipids 2018-02-02",unstructured
2023-07-05_22h26m29s.imzML,871.715033563,0.05,"HMDB v4,SwissLipids 2018-02-02",fragmented
2023-07-05_22h26m29s.imzML,741.530733141,0.05,"CoreMetabolome v3,HMDB v4,SwissLipids 2018-02-02",structured
2023-07-05_22h26m29s.imzML,785.151347149,0.05,KEGG v1,localized
2023-07-05_22h26m29s.imzML,808.582676331,0.05,"CoreMetabolome v3,HMDB v4,SwissLipids 2018-02-02",structured
2023-07-05_22h26m29s.imzML,798.525555379,0.05,"CoreMetabolome v3,HMDB v4,SwissLipids 2018-02-02",structured
2023-07-05_22h26m29s.imzML,871.715148813,0.05,"CoreMetabolome v3,HMDB v4,SwissLipids 2018-02-02",fragmented
2023-07-05_22h26m29s.imzML,808.585082019,0.05,"CoreMetabolome v3,HMDB v4,SwissLipids 2018-02-02",structured
