filename,mz,min_fdr,databases,label
2023-05-24_14h52m53s.imzML,835.534203217,1.0,,localized
2023-05-24_14h52m53s.imzML,863.565503345,1.0,,localized
2023-05-24_14h52m53s.imzML,465.304404687,1.0,,localized
2023-05-24_14h52m53s.imzML,887.565503345,0.05,"SwissLipids 2018-02-02,LipidMaps 2017-12-12,CoreMetabolome v3,HMDB v4",structured
2023-05-24_14h52m53s.imzML,889.581153409,1.0,,localized
2023-05-24_14h52m53s.imzML,885.549853281,0.05,"SwissLipids 2018-02-02,LipidMaps 2017-12-12,CoreMetabolome v3,HMDB v4",structured
2023-05-24_14h52m53s.imzML,835.536883293,1.0,,localized
2023-05-24_14h52m53s.imzML,329.029259257,1.0,,weak_structured
2023-05-24_14h52m53s.imzML,861.549853281,1.0,,localized
2023-05-24_14h52m53s.imzML,807.502903089,1.0,,localized
2023-05-24_14h52m53s.imzML,833.518553153,1.0,,localized
2023-05-24_14h52m53s.imzML,433.135149837,0.1,CoreMetabolome v3,structured
2023-05-24_14h52m53s.imzML,671.465729733,1.0,,localized
2023-05-24_14h52m53s.imzML,699.497029861,0.1,"SwissLipids 2018-02-02,CoreMetabolome v3,LipidMaps 2017-12-12",structured
2023-05-24_14h52m53s.imzML,883.534203217,0.1,"SwissLipids 2018-02-02,CoreMetabolome v3,LipidMaps 2017-12-12",structured
2023-05-24_14h52m53s.imzML,742.539229021,1.0,,localized
2023-05-24_14h52m53s.imzML,885.552533357,0.5,SwissLipids 2018-02-02,structured
2023-05-24_14h52m53s.imzML,293.093165873,0.5,HMDB v4,structured
2023-05-24_14h52m53s.imzML,1400.769604365,0.2,SwissLipids 2018-02-02,negative
2023-05-24_14h52m53s.imzML,1062.750564461,0.5,SwissLipids 2018-02-02,negative
2023-05-24_14h52m53s.imzML,883.690667533,0.5,SwissLipids 2018-02-02,unstructured
2023-05-24_14h52m53s.imzML,1235.977490389,0.5,SwissLipids 2018-02-02,negative
2023-05-24_14h52m53s.imzML,473.166444673,0.2,CoreMetabolome v3,structured
2023-05-24_14h52m53s.imzML,887.568183421,0.2,"CoreMetabolome v3,SwissLipids 2018-02-02",weak_structured
2023-05-24_14h52m53s.imzML,1060.976725793,0.5,SwissLipids 2018-02-02,negative
2023-05-24_14h52m53s.imzML,1057.687940953,0.5,SwissLipids 2018-02-02,negative
2023-05-24_14h52m53s.imzML,863.568183421,1.0,,localized
2023-05-24_14h52m53s.imzML,928.834174933,0.5,SwissLipids 2018-02-02,unstructured
2023-05-24_14h52m53s.imzML,861.552533357,1.0,,localized
2023-05-24_14h52m53s.imzML,745.707935053,0.5,SwissLipids 2018-02-02,structured
2023-05-24_14h52m53s.imzML,296.120012267,0.2,CoreMetabolome v3,structured
2023-05-24_14h52m53s.imzML,1129.878110701,0.5,SwissLipids 2018-02-02,unstructured
2023-05-24_14h52m53s.imzML,1017.656640825,0.5,SwissLipids 2018-02-02,negative
2023-05-24_14h52m53s.imzML,807.505583165,1.0,,localized
2023-05-24_14h52m53s.imzML,889.583833485,1.0,,localized
2023-05-24_14h52m53s.imzML,1330.094806293,0.5,SwissLipids 2018-02-02,negative
2023-05-24_14h52m53s.imzML,1019.662083805,0.5,SwissLipids 2018-02-02,negative
2023-05-24_14h52m53s.imzML,1061.742739429,0.5,SwissLipids 2018-02-02,unstructured
2023-05-24_14h52m53s.imzML,1289.605346597,0.5,SwissLipids 2018-02-02,unstructured
2023-05-24_14h52m53s.imzML,1058.695765985,0.5,SwissLipids 2018-02-02,negative
2023-05-24_14h52m53s.imzML,899.734854821,0.2,"CoreMetabolome v3,SwissLipids 2018-02-02",unstructured
2023-05-24_14h52m53s.imzML,833.521233229,1.0,,localized
2023-05-24_14h52m53s.imzML,1092.707833717,1.0,,localized
2023-05-24_14h52m53s.imzML,1064.805280109,0.5,SwissLipids 2018-02-02,unstructured
2023-05-24_14h52m53s.imzML,881.723979041,0.5,LipidMaps 2017-12-12,unstructured
2023-05-24_14h52m53s.imzML,1056.680115921,0.5,SwissLipids 2018-02-02,negative
2023-05-24_14h52m53s.imzML,883.536883293,0.2,"CoreMetabolome v3,SwissLipids 2018-02-02",structured
2023-05-24_14h52m53s.imzML,937.690309933,0.5,SwissLipids 2018-02-02,weak_structured
2023-05-24_14h52m53s.imzML,924.729792693,0.5,SwissLipids 2018-02-02,structured
2023-05-24_14h52m53s.imzML,1290.613171629,0.5,SwissLipids 2018-02-02,unstructured
2023-05-24_14h52m53s.imzML,826.677757121,0.5,SwissLipids 2018-02-02,unstructured
